,id_entrega,tiempo,sin_pesar,pesados,p_aciertos,velocidad,p_aceptacion,score_recolector,seniority_BEGINNER,seniority_INTERMEDIATE,seniority_REVIEW,distancia,lunes,martes,miercoles,jueves,viernes,sabado,hora
5368,1,66.335945,15.0,2.0,0.8586,1.57,1.0,4.67,0,1,0,1.7458846044093452,0,0,1,0,0,0,0
5370,0,81.279029,18.0,6.0,0.8681,1.27,0.88,4.84,0,0,0,0.24139107799581905,0,1,0,0,0,0,1
5371,0,66.887803,19.0,6.0,0.8486,1.5,0.96,4.96,0,0,0,1.214941432046028,0,1,0,0,0,0,1
5372,0,105.285013,18.0,12.0,0.9082,1.43,0.96,4.76,0,0,0,0.45734735747885935,0,1,0,0,0,0,1
5373,0,95.795771,11.0,4.0,0.8021,2.48,0.96,4.78,0,1,0,2.7338310178672005,0,1,0,0,0,0,1
5374,1,52.077466,3.0,0.0,0.8036,1.67,0.92,4.96,0,1,0,1.5876548688740892,0,1,0,0,0,0,1
5375,1,61.600301,1.0,0.0,0.8722,2.82,1.0,4.88,0,1,0,0.3777632870016843,0,1,0,0,0,0,1
5376,1,57.027627,6.0,3.0,0.8321,1.51,1.0,4.68,0,0,0,1.5830944979441164,0,1,0,0,0,0,1
5377,0,65.533041,10.0,2.0,0.8397,2.1,0.96,4.67,0,1,0,3.4912583331948044,0,1,0,0,0,0,1
5378,0,40.136615,10.0,0.0,0.8845,1.68,1.0,4.8,0,0,0,1.2114937231134528,0,1,0,0,0,0,1
5380,0,83.389843,20.0,4.0,0.884,3.0,0.92,4.64,0,1,0,0.5618386450610622,0,1,0,0,0,0,1
5381,1,148.042123,16.0,17.0,0.8324,2.0,0.96,4.88,0,0,0,0.327354596258993,0,0,1,0,0,0,1
5383,1,123.919166,26.0,3.0,0.8395,3.29,0.96,4.84,0,0,1,0.3384041862267884,0,1,0,0,0,0,0
5384,0,57.227094,17.0,2.0,0.8364,1.54,1.0,4.72,0,0,0,1.0511839011708286,0,1,0,0,0,0,1
5385,1,131.351799,24.0,9.0,0.8324,2.0,0.96,4.88,0,0,0,1.8084875024137996,0,0,1,0,0,0,0
5386,1,69.974077,8.0,1.0,0.7631,2.7,1.0,4.68,0,0,1,0.7831141087409417,0,1,0,0,0,0,1
5387,0,81.888846,13.0,0.0,0.8275,1.73,0.84,4.96,0,0,1,0.301906673618987,0,1,0,0,0,0,0
5388,1,77.642501,20.0,0.0,0.8239,2.32,0.84,4.8,0,0,1,0.4434970506359401,0,1,0,0,0,0,0
5389,1,147.135887,14.0,0.0,0.8578,2.24,1.0,4.6,0,1,0,3.5163305823683975,0,0,1,0,0,0,1
5390,1,54.852045,5.0,0.0,0.8571,1.9,0.96,4.8,0,0,0,0.63448168730647,0,0,1,0,0,0,0
5391,1,81.718921,24.0,4.0,0.8645,1.18,0.96,4.6,0,0,0,1.1742209198328464,0,0,1,0,0,0,0
5392,1,73.521366,4.0,0.0,0.9137,1.75,0.8,4.52,0,0,1,1.2073889055778433,0,0,1,0,0,0,1
5393,1,39.859088,3.0,1.0,0.8168,1.85,0.92,4.72,0,0,0,0.18767082984618352,0,0,1,0,0,0,1
5394,0,81.900897,10.0,0.0,0.7616,3.14,0.96,4.91,0,0,1,3.211989218561256,0,1,0,0,0,0,1
5396,1,93.327912,14.0,0.0,0.8681,1.27,0.88,4.84,0,0,0,0.26920953502431805,0,1,0,0,0,0,0
5398,1,64.564334,16.0,1.0,0.7969,1.67,1.0,5.0,0,0,0,0.6805224049231968,0,1,0,0,0,0,1
5399,1,98.759974,2.0,0.0,0.8624,2.3,0.96,4.87,0,1,0,0.1291744186515527,0,0,1,0,0,0,1
5400,0,68.495232,12.0,2.0,0.8571,2.06,0.92,4.92,0,1,0,0.6825452871882285,0,1,0,0,0,0,1
5401,0,103.057444,11.0,5.0,0.863,2.0,0.72,4.96,0,0,1,2.3920901942506125,0,1,0,0,0,0,0
5402,0,47.438422,4.0,0.0,0.8361,2.75,0.96,4.82,0,1,0,1.14458953246149,0,1,0,0,0,0,1
5403,0,74.720454,4.0,1.0,0.8117,2.2,1.0,4.92,0,1,0,2.051847031665626,0,1,0,0,0,0,1
5404,0,65.156645,7.0,3.0,0.8455,2.0,1.0,4.88,0,1,0,4.0190464080411905,0,1,0,0,0,0,1
5405,0,127.387991,35.0,2.0,0.8213,1.64,1.0,4.92,0,0,0,0.2701880571559333,0,1,0,0,0,0,0
5406,0,44.705777,7.0,1.0,0.8435,2.33,0.96,4.84,0,1,0,0.9759069009084358,0,1,0,0,0,0,1
5407,0,52.726893,7.0,3.0,0.8397,1.44,1.0,4.72,0,0,0,1.5399829329825054,0,1,0,0,0,0,1
5408,1,54.616878,6.0,8.0,0.8814,0.95,0.64,4.52,0,0,1,1.7121750247861462,0,1,0,0,0,0,1
5409,0,61.808432,5.0,0.0,0.8646,2.4,1.0,4.56,0,1,0,4.5841014501616355,0,1,0,0,0,0,1
5411,1,92.382241,17.0,4.0,0.8652,2.43,1.0,5.0,0,1,0,5.307957087254333,0,1,0,0,0,0,0
5412,1,100.626648,25.0,9.0,0.8656,1.6,1.0,4.56,0,0,0,1.6989307864230845,0,0,1,0,0,0,0
5413,1,36.202151,14.0,0.0,0.8636,0.84,1.0,4.84,0,0,0,1.7564588002784607,0,0,1,0,0,0,0
5414,1,119.224929,22.0,11.0,0.8656,1.6,1.0,4.56,0,0,0,0.6166747978031707,0,0,1,0,0,0,1
5415,1,58.835847,3.0,0.0,0.8036,2.4,1.0,4.92,0,1,0,1.5168946824161764,0,0,1,0,0,0,1
5416,1,84.140277,2.0,2.0,0.6509,4.66,1.0,4.76,0,0,1,1.7964421171886336,0,0,1,0,0,0,1
5417,1,94.053146,16.0,5.0,0.8715,3.0,1.0,4.84,0,1,0,1.6983068968093926,0,0,1,0,0,0,1
5418,1,104.173344,23.0,3.0,0.7687,4.14,0.96,4.89,0,0,1,5.145315270692661,0,1,0,0,0,0,0
5419,0,54.671731,2.0,0.0,0.8638,1.88,1.0,4.52,0,0,0,3.521377828400232,0,1,0,0,0,0,1
5420,1,79.310701,7.0,0.0,0.8038,3.52,0.96,4.84,0,0,1,4.116522581846253,0,1,0,0,0,0,0
5421,1,54.237354,4.0,1.0,0.9295,2.56,1.0,4.84,0,1,0,0.6489393618644399,0,0,1,0,0,0,0
5422,1,143.871645,30.0,16.0,0.8444,1.43,0.84,4.96,0,0,1,5.225053926064537,0,0,1,0,0,0,0
5423,1,121.510676,12.0,0.0,0.8337,2.03,1.0,4.96,0,1,0,3.1108539112254294,0,0,1,0,0,0,1
5424,0,52.362989,6.0,5.0,0.8505,2.38,1.0,4.84,0,1,0,0.018256399828045625,0,1,0,0,0,0,1
5425,1,91.073595,16.0,5.0,0.8222,2.25,1.0,4.92,0,1,0,1.4649836743199853,0,1,0,0,0,0,0
5426,1,51.085002,7.0,1.0,0.8409,1.58,0.96,4.96,0,0,1,0.3078869003923213,0,0,1,0,0,0,0
5428,1,74.237318,8.0,1.0,0.8771,1.67,1.0,4.72,0,0,0,0.3217759607978872,0,0,1,0,0,0,1
5429,1,146.419274,39.0,12.0,0.8577,1.58,1.0,4.56,0,0,0,1.758946443480656,0,0,1,0,0,0,1
5431,0,87.693049,4.0,0.0,0.8657,1.81,0.84,4.92,0,0,1,0.5282276975773346,0,1,0,0,0,0,0
5432,0,47.820537,2.0,1.0,0.9148,2.24,0.96,4.76,0,1,0,1.8545660899081244,0,1,0,0,0,0,1
5433,0,37.345495,2.0,0.0,0.8589,1.29,1.0,4.64,0,0,0,1.2434188677990072,0,1,0,0,0,0,1
5434,0,87.637678,11.0,4.0,0.8466,1.5,1.0,4.84,0,0,0,0.5708204838468363,0,1,0,0,0,0,0
5436,1,154.439802,63.0,14.0,0.8295,1.57,1.0,4.64,0,0,0,1.6547367100478119,0,0,1,0,0,0,1
5437,1,67.600204,9.0,1.0,0.8692,1.64,0.92,4.92,0,0,0,2.2720980969715168,0,1,0,0,0,0,0
5438,1,111.457074,34.0,5.0,0.9048,1.63,1.0,4.96,0,0,0,0.15939050515722478,0,1,0,0,0,0,0
5439,0,48.287927,1.0,0.0,0.8423,2.42,1.0,5.0,0,1,0,2.6802573299687564,0,1,0,0,0,0,1
5440,0,103.549461,7.0,5.0,0.8531,1.52,1.0,4.68,0,0,0,3.468511324755082,0,1,0,0,0,0,0
5441,1,55.329122,10.0,0.0,0.7849,2.05,1.0,4.91,0,1,0,1.260081636535641,0,0,1,0,0,0,1
5442,1,93.124596,9.0,0.0,0.8681,1.27,0.88,4.84,0,0,0,1.4083013217743994,0,0,1,0,0,0,1
5443,1,202.549617,20.0,0.0,0.8325,2.63,1.0,4.85,0,1,0,1.6433110183090756,0,0,1,0,0,0,1
5444,1,63.954678,7.0,3.0,0.8454,1.46,0.92,4.8,0,0,0,0.5932907955520231,0,0,1,0,0,0,1
5445,1,60.983652,11.0,0.0,0.7602,2.67,0.96,4.87,0,0,1,0.7094034692615602,0,0,1,0,0,0,0
5446,1,111.449474,32.0,2.0,0.846,1.7,0.96,4.88,0,0,0,0.16982430197716286,0,1,0,0,0,0,0
5447,0,91.529098,17.0,4.0,0.8435,2.33,0.96,4.84,0,1,0,0.9407416801777321,0,1,0,0,0,0,0
5448,1,43.476958,12.0,0.0,0.8814,0.95,0.64,4.52,0,0,1,0.13222143289267324,0,1,0,0,0,0,0
5449,0,62.035139,13.0,1.0,0.8036,1.67,0.92,4.96,0,1,0,1.3901032225771413,0,1,0,0,0,0,0
5450,1,92.091158,15.0,6.0,0.7535,2.09,1.0,5.0,0,1,0,2.498393005377078,0,1,0,0,0,0,0
5451,1,174.647641,56.0,17.0,0.8699,1.59,0.96,4.72,0,0,0,1.3162570620637175,0,0,1,0,0,0,1
5452,1,142.911369,3.0,0.0,0.9124,1.6,1.0,4.92,0,0,0,6.635628305365381,0,0,1,0,0,0,0
5453,1,119.794741,15.0,11.0,0.8728,1.89,1.0,4.92,0,0,0,1.4577684097987584,0,0,1,0,0,0,0
5454,0,55.809926,12.0,0.0,0.8244,1.59,1.0,4.95,0,0,0,0.46763325013750934,0,1,0,0,0,0,0
5457,1,54.180211,3.0,3.0,0.8586,1.57,1.0,4.67,0,1,0,1.8572794792800875,0,0,1,0,0,0,0
5458,1,69.736605,11.0,1.0,0.8894,1.57,1.0,4.6,0,0,0,3.2073713969299655,0,0,1,0,0,0,0
5459,1,97.650938,5.0,0.0,0.8652,2.43,1.0,5.0,0,1,0,3.1739999065710642,0,0,1,0,0,0,1
5460,1,107.874102,24.0,18.0,0.8272,1.29,1.0,4.76,0,0,0,2.8203083842561973,0,0,1,0,0,0,0
5461,1,50.320525,2.0,0.0,0.9238,2.47,0.96,4.84,0,1,0,0.9204439258324545,0,0,1,0,0,0,0
5462,0,68.974605,12.0,7.0,0.8486,1.5,0.96,4.96,0,0,0,0.7107165789671037,0,1,0,0,0,0,0
5463,1,58.971224,10.0,0.0,0.8377,2.11,0.96,4.52,0,1,0,0.7343490703398976,0,0,1,0,0,0,0
5464,1,144.302456,19.0,10.0,0.8624,1.7,0.96,4.84,0,1,0,1.7154757374052212,0,0,0,1,0,0,1
5466,1,84.307401,13.0,15.0,0.8556,1.5,0.96,4.72,0,0,0,0.6200958916243506,0,0,1,0,0,0,1
5467,1,59.016367,2.0,0.0,0.8624,1.7,0.96,4.84,0,1,0,1.4988493005985228,0,0,1,0,0,0,1
5468,1,41.990978,7.0,0.0,0.8056,1.9,0.9231,5.0,1,0,0,0.07233237516309923,0,0,1,0,0,0,0
5470,1,43.646424,2.0,0.0,0.8261,2.05,1.0,4.92,0,0,1,4.069679874338904,0,0,1,0,0,0,1
5471,1,81.668713,6.0,0.0,0.8702,1.47,0.84,4.8,0,0,1,1.3652161720772158,0,0,1,0,0,0,1
5472,1,80.926102,1.0,0.0,0.7438,1.95,1.0,4.52,0,0,0,0.9324056892456231,0,0,1,0,0,0,1
5473,1,84.058977,7.0,0.0,0.9145,1.84,0.96,4.68,0,0,0,0.6242890386082642,0,0,1,0,0,0,0
5475,1,90.658906,32.0,0.0,0.8496,2.41,0.88,4.76,0,1,0,0.75704584840743,0,0,1,0,0,0,1
5476,1,75.451281,15.0,0.0,0.8851,1.58,1.0,5.0,0,0,0,2.0641652811073268,0,0,1,0,0,0,1
5477,1,76.427254,9.0,0.0,0.9093,1.6,1.0,4.84,0,0,0,1.0380588493515013,0,0,1,0,0,0,1
5478,1,102.367242,9.0,0.0,0.8717,1.68,1.0,4.84,0,0,0,5.577822222174598,0,0,1,0,0,0,1
5479,1,68.621025,6.0,0.0,0.8787,1.64,1.0,4.44,0,0,0,3.643919272991668,0,0,1,0,0,0,0
5480,1,104.280012,22.0,1.0,0.9529,1.47,0.92,4.76,0,0,0,1.3069042237880142,0,0,1,0,0,0,1
5481,1,69.989517,6.0,0.0,0.8168,1.85,0.92,4.72,0,0,0,1.3484765063303377,0,0,1,0,0,0,1
5482,1,158.263568,14.0,13.0,0.884,3.0,0.92,4.64,0,1,0,1.450638045014227,0,0,1,0,0,0,1
5483,1,102.115899,13.0,3.0,0.8354,2.2,0.96,4.84,0,1,0,1.9122306086633158,0,0,1,0,0,0,0
5484,1,86.391086,8.0,9.0,0.8392,2.21,1.0,4.72,0,1,0,2.763491699526029,0,0,1,0,0,0,0
5486,1,83.090887,13.0,1.0,0.8544,1.33,1.0,4.96,0,0,0,0.8404786415321744,0,0,0,1,0,0,0
5487,1,112.814417,9.0,12.0,0.8316,2.13,1.0,4.72,0,1,0,1.1205296788086452,0,0,1,0,0,0,0
5488,1,78.802986,1.0,0.0,0.7469,2.0,1.0,4.72,0,0,1,1.0592134862567526,0,0,1,0,0,0,0
5489,1,54.142537,16.0,2.0,0.8556,1.5,0.96,4.72,0,0,0,1.6120037662063027,0,0,1,0,0,0,0
5490,1,87.201902,17.0,8.0,0.8504,1.19,1.0,4.72,0,0,0,0.5240142859895208,0,0,1,0,0,0,1
5491,1,158.777893,43.0,3.0,0.8825,1.75,0.88,4.84,0,0,0,0.7862663159561436,0,0,1,0,0,0,0
5492,1,92.542395,15.0,5.0,0.8594,2.11,1.0,4.76,0,1,0,1.7271933829802164,0,0,1,0,0,0,1
5493,1,66.825326,2.0,0.0,0.8354,2.2,0.96,4.84,0,1,0,0.9592165325890794,0,0,1,0,0,0,1
5494,1,101.197639,14.0,1.0,0.9238,2.47,0.96,4.84,0,1,0,5.758789792603534,0,0,1,0,0,0,0
5495,1,62.901929,1.0,1.0,0.8429,2.52,1.0,4.92,0,1,0,3.1784731159497293,0,0,1,0,0,0,1
5496,1,110.680766,1.0,0.0,0.8503,1.44,1.0,4.96,0,0,0,1.1281914004639517,0,0,1,0,0,0,1
5497,1,147.019017,38.0,24.0,0.8887,1.55,0.96,4.72,0,0,0,1.302670902940421,0,0,1,0,0,0,0
5498,1,53.206381,5.0,5.0,0.8762,1.32,1.0,4.92,0,0,0,0.6456834475299472,0,0,1,0,0,0,0
5499,1,125.067463,31.0,0.0,0.8258,2.14,0.96,4.52,0,1,0,0.19946133757576076,0,0,1,0,0,0,1
5500,1,194.579307,26.0,16.0,0.8625,1.89,1.0,4.92,0,0,0,6.361361781366161,0,0,1,0,0,0,1
5501,1,157.718744,9.0,3.0,0.8537,1.13,0.96,4.88,0,0,0,1.3111798184584522,0,0,1,0,0,0,1
5502,1,90.090615,7.0,9.0,0.8542,1.23,1.0,4.96,0,1,0,0.536634405091557,0,0,1,0,0,0,0
5503,1,69.194034,7.0,0.0,0.8261,2.05,1.0,4.92,0,0,1,0.48383570642244544,0,0,1,0,0,0,0
5504,1,79.036501,19.0,14.0,0.855,1.39,1.0,4.68,0,1,0,0.49073171062180865,0,0,1,0,0,0,0
5506,1,73.761854,11.0,1.0,0.7821,2.2,0.96,4.79,0,0,1,4.153044880238997,0,0,1,0,0,0,0
5509,1,67.050618,11.0,0.0,0.8645,1.18,0.96,4.6,0,0,0,1.8817846456225846,0,0,1,0,0,0,1
5510,1,61.854193,4.0,7.0,0.8567,2.23,0.92,4.88,0,1,0,0.0908010171965757,0,0,1,0,0,0,1
5511,0,88.316681,8.0,4.0,0.8713,2.72,1.0,4.82,0,1,0,1.3830174110097206,0,0,1,0,0,0,0
5512,1,77.500966,2.0,0.0,0.8272,1.29,1.0,4.76,0,0,0,2.913394204793583,0,0,1,0,0,0,1
5513,1,136.236718,35.0,12.0,0.7674,2.22,1.0,4.82,0,1,0,1.593741603758726,0,0,1,0,0,0,0
5514,1,105.434062,27.0,3.0,0.7751,2.3,0.96,4.44,0,1,0,0.7476881019556099,0,0,1,0,0,0,0
5515,1,81.134534,6.0,0.0,0.8428,1.43,0.88,4.84,0,0,0,3.8359261316754805,0,0,1,0,0,0,1
5516,1,139.854569,16.0,11.0,0.8313,1.61,1.0,4.4,0,0,0,4.400463210743971,0,0,1,0,0,0,1
5517,1,93.044609,24.0,0.0,0.8681,1.27,0.88,4.84,0,0,0,0.4747001813797286,0,0,1,0,0,0,0
5518,1,67.318652,12.0,4.0,0.8599,1.5,1.0,4.84,0,0,0,0.8609696294468475,0,0,1,0,0,0,1
5519,0,73.463158,7.0,4.0,0.8428,1.43,0.88,4.84,0,0,0,1.5361172387182407,0,0,1,0,0,0,0
5522,1,64.471251,10.0,8.0,0.8118,2.37,0.96,4.96,0,1,0,0.10538367780559244,0,0,1,0,0,0,0
5523,1,100.901003,10.0,0.0,0.7758,2.8,0.76,4.84,0,0,1,4.635415067781824,0,0,1,0,0,0,1
5524,1,99.422128,10.0,0.0,0.927,1.2,0.92,4.64,0,0,0,3.097586147783915,0,0,1,0,0,0,1
5525,1,84.940362,8.0,10.0,0.8037,1.8,0.96,4.84,0,0,0,0.26561254265413403,0,0,1,0,0,0,1
5526,0,94.169419,18.0,2.0,0.8728,1.89,1.0,4.92,0,0,0,0.6942351049351463,0,0,1,0,0,0,1
5527,1,92.538688,18.0,12.0,0.9286,1.36,1.0,4.38,0,0,0,0.03563664841507967,0,0,1,0,0,0,1
5528,1,131.079343,38.0,7.0,0.8825,1.75,0.88,4.84,0,0,0,1.8005270884860145,0,0,1,0,0,0,1
5529,1,73.140121,12.0,0.0,0.8857,1.6,0.92,4.76,0,0,0,3.7278018953062193,0,0,1,0,0,0,1
5530,1,64.836527,5.0,2.0,0.8593,2.36,0.96,4.88,0,1,0,0.7585867369395823,0,0,1,0,0,0,0
5531,0,77.380037,16.0,1.0,0.8446,1.38,0.96,4.96,0,0,0,1.5102626999712851,0,0,1,0,0,0,1
5532,0,84.152464,15.0,3.0,0.8762,1.45,1.0,5.0,0,0,0,2.029359092951207,0,0,1,0,0,0,0
5533,0,79.271399,15.0,7.0,0.8036,2.4,1.0,4.92,0,1,0,0.5303551704564884,0,0,1,0,0,0,0
5534,1,59.140132,4.0,0.0,0.8712,2.13,1.0,4.8,0,1,0,6.808880681973721,0,0,1,0,0,0,0
5535,1,92.842862,2.0,0.0,0.8356,2.33,0.92,4.88,0,0,1,1.450965262723419,0,0,1,0,0,0,1
5536,1,73.587027,18.0,24.0,0.8893,1.37,0.96,4.72,0,0,0,0.20931258756857857,0,0,1,0,0,0,0
5538,1,41.748322,1.0,0.0,0.9055,2.41,1.0,4.8,0,1,0,0.8072506756933424,0,0,1,0,0,0,0
5539,1,93.136963,1.0,2.0,0.8776,1.43,1.0,4.6,0,0,0,0.6818048954948409,0,0,1,0,0,0,1
5540,1,49.341885,1.0,0.0,0.9028,1.63,1.0,4.8,0,0,0,2.101307550565856,0,0,1,0,0,0,1
5541,1,74.565683,6.0,6.0,0.872,1.75,0.96,4.68,0,0,0,1.9377574369363675,0,0,1,0,0,0,1
5542,1,50.045578,5.0,1.0,0.8056,1.9,0.9231,5.0,1,0,0,1.2078864145021442,0,0,1,0,0,0,0
5543,1,65.627048,7.0,0.0,0.8827,2.36,0.88,4.8,0,1,0,1.3156668971413783,0,0,1,0,0,0,1
5545,1,50.565209,13.0,0.0,0.8893,1.37,0.96,4.72,0,0,0,0.18268109183146924,0,0,1,0,0,0,1
5546,0,81.000471,27.0,5.0,0.8894,1.57,1.0,4.6,0,0,0,0.56804880175887,0,0,1,0,0,0,1
5547,1,50.248091,10.0,1.0,0.948,1.67,1.0,4.84,0,0,0,0.08305575534698313,0,0,1,0,0,0,1
5548,1,68.967806,3.0,0.0,0.7535,2.09,1.0,5.0,0,1,0,0.6604492191316735,0,0,1,0,0,0,1
5550,1,73.603212,15.0,4.0,0.8524,1.33,0.84,4.96,0,0,1,2.1693945472050133,0,0,1,0,0,0,1
5551,0,147.928649,32.0,0.0,0.8385,1.73,0.88,4.84,0,1,0,1.915831408810929,0,0,1,0,0,0,1
5552,1,75.523715,16.0,1.0,0.7602,2.67,0.96,4.87,0,0,1,2.58816038956477,0,0,1,0,0,0,1
5553,1,79.684793,17.0,8.0,0.8544,1.3,0.96,4.72,0,0,0,3.9177392292031468,0,0,1,0,0,0,1
5554,1,71.721396,15.0,1.0,0.8625,3.17,0.9524,4.78,0,1,0,2.2780535956240073,0,0,1,0,0,0,1
5555,0,60.568204,8.0,0.0,0.9238,2.47,0.96,4.84,0,1,0,3.7552635120911204,0,0,1,0,0,0,1
5556,0,73.991641,5.0,4.0,0.8689,1.38,0.92,4.68,0,0,0,1.683552487673647,0,0,1,0,0,0,1
5557,1,64.630217,3.0,0.0,0.9,2.5,1.0,4.73,0,1,0,3.7307187385888514,0,0,1,0,0,0,1
5558,1,64.911982,16.0,11.0,0.8390000000000001,1.8,0.96,4.68,0,1,0,0.8848801438745357,0,0,1,0,0,0,1
5559,1,93.618602,10.0,2.0,0.8897,2.0,0.88,4.64,0,0,0,2.1596794674846618,0,0,1,0,0,0,1
5560,1,117.556912,10.0,1.0,0.878,1.54,1.0,4.84,0,0,0,6.115950605574261,0,0,1,0,0,0,1
5561,1,183.324432,22.0,19.0,0.884,3.0,0.92,4.64,0,1,0,1.2480632595825794,0,0,1,0,0,0,1
5562,0,66.932908,3.0,0.0,0.8118,2.37,0.96,4.96,0,1,0,4.05839300787693,0,0,1,0,0,0,1
5563,0,75.210538,9.0,0.0,0.8636,0.84,1.0,4.84,0,0,0,3.7531919604943105,0,0,1,0,0,0,1
5564,1,109.481003,30.0,4.0,0.8255,1.89,1.0,4.84,0,0,0,0.8902526953747685,0,0,1,0,0,0,1
5565,1,88.903936,17.0,8.0,0.8392,2.21,1.0,4.72,0,1,0,2.167033618082494,0,0,1,0,0,0,1
5566,0,54.059587,1.0,0.0,0.8395,3.29,0.96,4.84,0,0,1,4.440945054233681,0,0,1,0,0,0,1
5567,1,35.816154,8.0,0.0,0.8586,1.57,1.0,4.67,0,1,0,0.17847440189134275,0,0,1,0,0,0,1
5568,1,60.965451,5.0,0.0,0.8148,3.29,1.0,5.0,0,1,0,1.3940358713303482,0,0,1,0,0,0,1
5569,1,63.232785,6.0,7.0,0.8538,2.38,1.0,4.72,0,0,1,4.571358357468588,0,0,1,0,0,0,1
5570,1,104.399228,9.0,9.0,0.8395,1.21,0.96,4.64,0,0,0,1.507710440145,0,0,1,0,0,0,1
5571,0,80.150316,15.0,4.0,0.7821,2.2,0.96,4.79,0,0,1,3.812644054085872,0,0,1,0,0,0,1
5572,0,52.567681,5.0,0.0,0.9146,3.1,0.92,4.67,0,0,1,0.4673348526695078,0,0,1,0,0,0,1
5573,0,63.322842,1.0,0.0,0.8323,2.66,0.96,4.83,0,0,1,0.6443468830374692,0,0,1,0,0,0,1
5574,1,99.754065,11.0,8.0,0.8984,1.57,1.0,5.0,0,0,0,2.313727422413954,0,0,1,0,0,0,1
5575,1,92.913934,22.0,6.0,0.875,1.61,1.0,4.88,0,0,0,0.3309978173095925,0,0,1,0,0,0,1
5576,1,142.410276,21.0,9.0,0.8061,2.86,1.0,4.78,0,1,0,1.0810116959313518,0,0,1,0,0,0,1
5577,0,84.473216,20.0,5.0,0.8762,1.45,1.0,5.0,0,0,0,0.4444990723031612,0,0,1,0,0,0,1
5578,0,107.339182,13.0,7.0,0.8459,1.45,0.96,4.8,0,0,0,1.247475915358392,0,0,1,0,0,0,1
5579,1,71.521297,9.0,0.0,0.7535,2.09,1.0,5.0,0,1,0,0.627725199388962,0,0,1,0,0,0,1
5580,1,96.601258,5.0,0.0,0.8712,2.13,1.0,4.8,0,1,0,4.552337491173149,0,0,1,0,0,0,1
5581,0,73.908699,7.0,1.0,0.8498,1.5,0.96,4.96,0,1,0,2.8965448492294823,0,0,1,0,0,0,1
5582,0,90.280869,2.0,0.0,0.8306,2.67,1.0,4.84,0,1,0,1.6357870774977987,0,0,1,0,0,0,1
5583,1,46.234881,10.0,1.0,0.8056,1.9,0.9231,5.0,1,0,0,0.20820118472450116,0,0,1,0,0,0,1
5584,1,69.395835,9.0,0.0,0.8893,1.37,0.96,4.72,0,0,0,0.8504740285443875,0,0,1,0,0,0,1
5585,1,114.220231,22.0,14.0,0.8988,1.29,1.0,4.6,0,0,0,1.6552350365114588,0,0,1,0,0,0,1
5586,1,110.916497,4.0,1.0,0.9295,2.56,1.0,4.84,0,1,0,4.0482861890913835,0,0,1,0,0,0,1
5588,0,44.850482,2.0,2.0,0.8567,2.23,0.92,4.88,0,1,0,1.1493484122636801,0,0,1,0,0,0,1
5589,1,97.984379,12.0,11.0,0.9055,2.41,1.0,4.8,0,1,0,0.21018510663992887,0,0,1,0,0,0,1
5590,1,158.413759,33.0,6.0,0.8377,2.11,0.96,4.52,0,1,0,2.3640957188395495,0,0,1,0,0,0,1
5591,1,104.373968,29.0,8.0,0.8885,1.83,0.92,4.92,0,0,0,0.28718322839824406,0,0,1,0,0,0,1
5592,0,57.146992,2.0,0.0,0.8571,1.9,0.96,4.8,0,0,0,4.333786404976018,0,0,1,0,0,0,1
5594,1,139.708802,31.0,14.0,0.8411,1.81,1.0,4.84,0,0,0,0.2864596151686678,0,0,1,0,0,0,1
5595,1,53.182753,3.0,0.0,0.8834,2.0,0.92,4.88,0,0,1,3.5054139982890367,0,0,1,0,0,0,1
5596,1,57.548902,3.0,0.0,0.9124,1.6,1.0,4.92,0,0,0,5.415329121550229,0,0,1,0,0,0,1
5597,1,105.578738,10.0,0.0,0.8663,2.63,0.96,4.88,0,1,0,0.3065823624291482,0,0,1,0,0,0,1
5598,1,178.624812,50.0,5.0,0.8764,1.61,1.0,4.8,0,0,0,4.838501751323112,0,0,1,0,0,0,1
5599,0,71.313584,5.0,1.0,0.8861,2.38,0.84,4.56,0,0,1,3.71899817848201,0,0,1,0,0,0,1
5600,1,43.484534,11.0,1.0,0.8313,2.2,0.96,4.88,0,1,0,3.9464183084329725,0,0,1,0,0,0,1
5601,0,55.294217,0.0,1.0,0.8805,2.27,1.0,4.64,0,1,0,2.8251013215765273,0,0,1,0,0,0,1
5602,1,66.144489,11.0,0.0,0.9161,2.17,0.8,4.76,0,0,1,4.265746820042584,0,0,1,0,0,0,1
5603,0,119.887329,26.0,8.0,0.8217,2.2,1.0,4.6,0,1,0,0.2740863772052393,0,0,1,0,0,0,1
5604,0,82.119414,8.0,1.0,0.8715,3.0,1.0,4.84,0,1,0,0.3054117758219068,0,0,1,0,0,0,1
5605,1,86.743793,19.0,6.0,0.8699,1.59,0.96,4.72,0,0,0,0.616560301101039,0,0,1,0,0,0,1
5606,0,97.202037,16.0,7.0,0.91,1.47,0.96,4.84,0,0,0,0.9418092476024227,0,0,1,0,0,0,1
5607,0,70.935742,4.0,0.0,0.8857,2.31,1.0,4.8,0,1,0,1.3108800602594792,0,0,1,0,0,0,1
5608,1,168.249856,17.0,16.0,0.8677,1.68,1.0,4.72,0,0,0,3.319594971479586,0,0,1,0,0,0,1
5609,1,99.453108,14.0,10.0,0.9082,1.43,0.96,4.76,0,0,0,0.488844472863377,0,0,1,0,0,0,1
